name,price,core_count,boost_clock,tdp,smt
AMD A10-7890K,,4,4.3,95,FALSE
Intel Celeron G3920,489.95,2,,35,FALSE
Intel Core i5-760,100,4,,95,FALSE
Intel Celeron G3900,93.48,2,,51,FALSE
AMD Phenom II X4 945,,4,,125,FALSE
AMD FX-4100,,4,,95,FALSE
Intel Core i7-4771,,4,3.9,84,TRUE
AMD A12-9800,160,4,4.2,65,FALSE
Intel Core i7-930,257.27,4,,130,TRUE
Intel Xeon E5-2687W V3,,10,3.5,160,TRUE
Intel Core i5-4670S,534,4,3.8,65,FALSE
Intel Core i5-3470S,,4,,65,FALSE
Intel Core i5-8600T,,6,3.7,35,FALSE
Intel Core i9-10900K,,10,5.3,125,TRUE
AMD Athlon 240GE,,2,,35,TRUE
Intel Core i3-3250,70,2,,55,TRUE
Intel Core i5-9400,,6,4.1,65,FALSE
Intel Core i9-10850KA Avengers Limited Edition,,10,5.2,125,TRUE
Intel Core i5-2300,,4,,95,FALSE
AMD Athlon 200GE,,2,,35,TRUE
Intel Core i3-2130,,2,,65,TRUE
AMD FX-9590,,8,5,220,FALSE
AMD A10-7860k,,4,4,65,FALSE
AMD Athlon 220GE,,2,,35,TRUE
Intel Core i3-7320,102.9,2,,51,TRUE
Intel Core i3-2120T,60,2,,35,TRUE
Intel Core i5-3450S,95,4,,65,FALSE
AMD A10-6700,112.76,4,,65,FALSE
AMD FX-8150,,8,,125,FALSE
Intel Core i5-7600,,4,4.1,65,FALSE
Intel Core i9-9900,,8,5,65,TRUE
Intel Core 2 Extreme QX9775,1489.95,4,,150,FALSE
Intel Core i7-3960X Extreme Edition,274.85,6,,130,TRUE
Intel Core i9-9960X,1399.99,16,4.4,165,TRUE
Intel Xeon E3-1241 V3,298,4,3.9,80,TRUE
Intel Core i5-4690,147.91,4,3.9,84,FALSE
AMD Threadripper 2990WX,,32,4.2,250,TRUE
Intel Core i3-10100T,,4,3.8,35,TRUE
AMD Phenom II X6 1055T,,6,,125,FALSE
Intel Pentium E6600,50,2,,65,FALSE
Intel Xeon E3-1246 V3,,4,3.9,84,TRUE
Intel Core i5-4460S,,4,3.4,65,FALSE
Intel Core i5-8500,,6,4.1,65,FALSE
Intel Core i3-4340,60,2,,54,TRUE
Intel Pentium G3420,53,2,,54,FALSE
Intel Pentium E2200,,2,,65,FALSE
Intel Core 2 Duo E6400,35,2,,65,FALSE
Intel Core i5-2310,,4,,95,FALSE
Intel Xeon E5-2697 V3,,14,3.6,145,TRUE
AMD Phenom II X4 820,56.64,4,,95,FALSE
AMD A10-5700,72.51,4,,65,FALSE
Intel Core i3-6098P,70,2,,54,TRUE
Intel Core i3-3210,70,2,,55,TRUE
Intel Core i3-6100T,,2,,35,TRUE
Intel Xeon E3-1240L V5,,4,3.2,25,TRUE
Intel Core i7-940,78.67,4,,130,TRUE
Intel Core i3-9350KF,256.06,4,4.6,91,FALSE
Intel Xeon E-2278G,,8,5,80,TRUE
Intel Pentium E2140,79.95,2,,65,FALSE
Intel Xeon E5-1650 V2,452.66,6,3.9,130,TRUE
Intel Xeon E5-1620,,4,3.8,130,TRUE
Intel Pentium G3250,65,2,,53,FALSE
Intel Core i3-9100T,,4,3.7,35,FALSE
Intel Core i7-980,556.02,6,,130,TRUE
Intel Pentium G630,37.49,2,,65,FALSE
AMD FX-8320,106.55,8,,125,FALSE
Intel Xeon E5-1650 V3,,6,3.8,140,TRUE
Intel Xeon E5-2680 V3,,12,3.3,120,TRUE
Intel Xeon E5-2643 V4,268.05,6,3.7,135,TRUE
Intel Pentium Gold G5400T,98.95,2,,35,TRUE
AMD Sempron 145,,1,,45,FALSE
Intel Pentium G3220,,2,,54,FALSE
Intel Core i3-8100T,,4,,35,FALSE
Intel Xeon E-2286G,787.99,6,4.9,95,TRUE
Intel Core 2 Extreme QX9650,152.52,4,,130,FALSE
Intel Core i3-560,60,2,,73,TRUE
AMD A4-3300,89.95,2,,65,FALSE
AMD A10-7870K,324.6,4,4.1,95,FALSE
Intel Xeon E-2124,180,4,4.3,71,FALSE
Intel Core i7-5775C,905,4,3.7,65,TRUE
Intel Core 2 Quad Q6600,361.83,4,,100,FALSE
Intel Core 2 Quad Q9550,286.27,4,,95,FALSE
AMD FX-6350,,6,,125,FALSE
Intel Xeon E3-1245 V6,629.95,4,4.1,73,TRUE
Intel Xeon E5-2680 V2,,10,3.6,115,TRUE
Intel Xeon E5-2630L V3,410,8,2.9,55,TRUE
Intel Core 2 Duo E8600,,2,,65,FALSE
Intel Xeon E-2288G,,8,5,95,TRUE
AMD A12-9800E,138.02,4,3.8,35,FALSE
Intel Core i9-9940X,1205.04,14,4.4,165,TRUE
Intel Core i3-6300T,90.03,2,,35,TRUE
Intel Core i7-920,,4,,130,TRUE
Intel Core i3-3225,,2,,55,TRUE
AMD A8-5600K,,4,,100,FALSE
AMD A8-5500,,4,,65,FALSE
AMD FX-4350,108.02,4,,125,FALSE
AMD A4-7300,268.64,2,4,65,FALSE
Intel Core i3-6100,209.95,2,,51,TRUE
AMD Athlon 5370,,4,,25,FALSE
Intel Core i9-9940X,,14,4.4,165,TRUE
Intel Core i3-6320,130,2,,51,TRUE
Intel Celeron 440,49.99,1,,35,FALSE
AMD Athlon X4 750K,,4,,100,FALSE
Intel Core i5-4570T,128.8,2,,35,TRUE
Intel Xeon E5-2670,184.91,8,3.3,115,TRUE
Intel Xeon E3-1220 V2,,4,,69,FALSE
AMD A8-6500,226.79,4,,65,FALSE
Intel Celeron G1840,,2,,53,FALSE
Intel Xeon E5-1680 V3,,8,3.8,140,TRUE
Intel Core i5-8400T,,6,3.3,35,FALSE
Intel Core i7-9700T,,8,4.3,35,FALSE
Intel Core i5-4590T,,4,,35,TRUE
Intel Core i3-10325,,4,4.7,65,TRUE
Intel Core i5-7400T,78.02,4,3,35,FALSE
Intel Xeon E3-1265L V3,398.95,4,3.7,45,TRUE
Intel Core i7-6850K,,6,3.8,140,TRUE
Intel Core i3-7100T,109,2,,35,TRUE
Intel Xeon E-2176G,,6,4.7,80,TRUE
Intel Core i9-9900X,,10,4.4,165,TRUE
Intel Pentium E2160,49,2,,65,FALSE
Intel Core 2 Duo E7400,,2,,65,FALSE
Intel Core 2 Quad Q9400,,4,,95,FALSE
Intel Xeon E5-2687W,,8,3.8,150,TRUE
Intel Core i5-5675C,,4,3.6,65,FALSE
AMD Athlon X4 880K,,4,4.2,95,FALSE
AMD Ryzen 7 1800X,,8,4,95,TRUE
Intel Core i5-3330S,229.95,4,3.2,65,FALSE
Intel Xeon E-2276G,669.6,6,4.9,80,TRUE
Intel Xeon E5-2650L,149.94,8,2.3,70,TRUE
AMD A10-9700E,247.98,4,3.5,35,FALSE
Intel Core i5-661,80,2,,87,TRUE
Intel Xeon E5-2630 V4,409.57,10,3.1,85,TRUE
Intel Core 2 Duo E8400,76.98,2,,65,FALSE
Intel Xeon E3-1220,115,4,,80,FALSE
AMD Athlon X4 760K,,4,4.1,100,FALSE
Intel Xeon E3-1225 V3,,4,3.6,84,FALSE
Intel Xeon E3-1271 V3,,4,4,80,TRUE
Intel Core i7-6800K,355.86,6,3.6,140,TRUE
Intel Core i7-7820X,498.95,8,4.5,140,TRUE
Intel Core i5-3570S,,4,3.8,65,FALSE
Intel Xeon E-2146G,962.69,6,4.5,80,TRUE
Intel Xeon E3-1240 V6,230,4,4.1,72,TRUE
AMD Athlon II X4 620,59.49,4,,95,FALSE
Intel Xeon E3-1280 V5,,4,4,80,TRUE
Intel Core i3-540,110,2,,73,TRUE
AMD A8-3850,,4,,100,FALSE
Intel Pentium G630T,75,2,,35,FALSE
Intel Xeon E3-1240 V2,345,4,,69,TRUE
Intel Xeon E3-1275 V6,362.84,4,4.2,73,TRUE
Intel Core i3-8350K,,4,,91,FALSE
AMD Threadripper 2950X,,16,4.4,180,TRUE
Intel Core i7-965 Extreme Edition,798.95,4,,130,TRUE
AMD A10-6700,83.22,4,,65,FALSE
AMD A6-3670K,,4,,100,FALSE
Intel Core i5-7600T,147.91,4,3.7,35,FALSE
Intel Xeon E-2274G,575,4,4.9,83,TRUE
Intel Celeron 420,,1,,35,FALSE
Intel Pentium E2180,,2,,65,FALSE
Intel Core 2 Quad Q8400,149.99,4,,95,FALSE
AMD FX-6200,,6,,125,FALSE
Intel Xeon E3-1275 V2,,4,,77,TRUE
AMD 3850,,4,,25,FALSE
Intel Pentium G3240,,2,,53,FALSE
Intel Core i3-6100T,289.95,2,,35,TRUE
AMD Athlon 3000G (14nm),,2,,35,TRUE
AMD FX-9370,,8,4.7,220,FALSE
AMD FX-8370,283.33,8,4.3,125,FALSE
Intel Xeon E5-2623 V3,229.95,4,3.5,105,TRUE
Intel Core i5-7500T,250,4,3.3,35,FALSE
Intel Pentium E5300,59.49,2,,65,FALSE
Intel Core i7-880,,4,,95,TRUE
AMD Athlon II X2 250,,2,,65,FALSE
AMD Athlon II X2 270,,2,,65,FALSE
Intel Xeon E3-1226 V3,,4,3.7,84,FALSE
Intel Xeon E5-1630 V3,,4,3.8,140,TRUE
AMD Phenom II X2 B59,,2,,80,FALSE
Intel Xeon E5-2650 V3,,10,3,105,TRUE
Intel Xeon E3-1270 V2,,4,,69,TRUE
Intel Core i7-3770T,,4,3.7,45,TRUE
AMD Opteron 6378,,16,3.3,115,FALSE
AMD A6-9500E,,2,3.4,35,FALSE
Intel Xeon E5-2650L V4,,14,2.5,65,TRUE
Intel Core i5-8600,256.5,6,4.3,65,FALSE
Intel Core i7-860,198.25,4,,95,TRUE
Intel Xeon E5-4650,,8,3.3,130,TRUE
Intel Core i5-4690S,,4,3.9,65,FALSE
AMD A4-6300B,49.95,2,3.9,65,FALSE
Intel Xeon E5-2643 V3,549.95,6,3.7,135,TRUE
AMD Phenom II X4 940 Black,,4,,125,FALSE
AMD A8-3870K,,4,,100,FALSE
AMD A4-5300,,2,,65,FALSE
AMD FX-4130,,4,,125,FALSE
Intel Xeon E3-1240 V3,,4,3.8,80,TRUE
Intel Xeon E5-1650,,6,3.8,130,TRUE
Intel Core i5-6400T,,4,2.8,35,FALSE
Intel Xeon E3-1235L V5,,4,3,25,FALSE
Intel Core i5-9400T,,6,3.4,35,FALSE
Intel Core i5-9600T,,6,3.9,35,FALSE
Intel Xeon E3-1245 V2,367.5,4,,77,TRUE
Intel Xeon E3-1275,376.99,4,,95,TRUE
Intel Xeon E5-2687W V2,,8,4,150,TRUE
Intel Xeon E5-2690,,8,3.8,135,TRUE
Intel Xeon E-2124G,210,4,4.5,71,FALSE
Intel Core i7-860S,100,4,,82,TRUE
Intel Core 2 Quad Q8300,,4,,95,FALSE
Intel Core i7-970,,6,,130,TRUE
AMD Phenom II X6 1045T,,6,,95,FALSE
Intel Xeon E3-1230,417.95,4,,80,TRUE
AMD A4-4000,,2,,65,FALSE
Intel Xeon E5-2620 V2,,6,2.6,80,TRUE
Intel Xeon E5-2620,,6,,95,TRUE
Intel Xeon E5-1620 V2,,4,3.9,130,TRUE
Intel Xeon E5-2650L V2,,10,2.1,70,TRUE
Intel Xeon E3-1225 V5,295,4,3.7,80,FALSE
Intel Xeon E5-2420V2,,6,2.7,80,TRUE
AMD Threadripper 2970WX,,24,4.2,250,TRUE
Intel Core i5-9500,,6,4.4,65,FALSE
AMD Athlon II X2 220,,2,,65,FALSE
Intel Core 2 Extreme QX6850,449.95,4,,130,FALSE
Intel Xeon E5-2609,57.99,4,,80,FALSE
AMD Opteron 6328,715.1,8,3.8,115,FALSE
AMD A10-5800K,82.51,4,,100,FALSE
Intel Xeon E5-2470V2,529.95,10,3.2,95,TRUE
AMD Phenom II X4 955 Black,,4,,125,FALSE
Intel Core i5-680,,2,,73,TRUE
Intel Xeon E3-1245 V3,,4,3.8,84,TRUE
AMD 5150,,4,,25,FALSE
Intel Pentium G3450,,2,,53,FALSE
AMD FX-8370E,,8,4.3,95,FALSE
AMD Athlon X4 840,,4,3.8,65,FALSE
Intel Xeon E5-2660 V3,198.95,10,3.3,105,TRUE
Intel Pentium G4560T,79.98,2,,35,TRUE
Intel Xeon E3-1230 V6,,4,3.9,72,TRUE
AMD Threadripper 2920X,,12,4.3,180,TRUE
Intel Core i3-9350K,,4,4.6,91,FALSE
AMD Athlon II X4 635,58.02,4,,95,FALSE
Intel Celeron 430,64.77,1,,35,FALSE
Intel Celeron 440,34.99,1,,35,FALSE
Intel Celeron G530,68,2,,65,FALSE
Intel Core i3-3220T,120,2,,35,TRUE
Intel Pentium G4600,64.59,2,,51,TRUE
AMD Phenom II X2 555 Black,,2,,80,FALSE
Intel Pentium E2200,54,2,,65,FALSE
Intel Core i7-875K,379.98,4,,95,TRUE
AMD Phenom II X6 1075T,,6,,95,FALSE
Intel Pentium E6800,,2,,65,FALSE
Intel Pentium G620,,2,,65,FALSE
Intel Pentium G645,83,2,,65,FALSE
AMD Athlon X2 340,120,2,,65,FALSE
Intel Xeon E5-2670 V2,,10,3.3,115,TRUE
Intel Xeon E5-1620 V4,186.52,4,3.8,140,TRUE
Intel Core i7-7800X,,6,4,140,TRUE
AMD A6-7480,,2,3.8,65,FALSE
Intel Xeon E3-1275 V2,374,4,,77,TRUE
AMD Athlon II X3 435,159.94,3,,95,FALSE
Intel Core i7-6900K,355.06,8,3.7,140,TRUE
Intel Xeon E5-2683 V3,,14,3,120,TRUE
AMD Phenom II X2 550 Black,,2,,80,FALSE
Intel Core 2 Duo E6550,,2,,65,FALSE
Intel Core i7-975 Extreme Edition,,4,,130,TRUE
AMD Athlon II X3 450,,3,,95,FALSE
AMD A4-3400,134.09,2,,65,FALSE
AMD A6-5400K,,2,,65,FALSE
Intel Xeon E3-1280,,4,,95,TRUE
Intel Core i7-7700T,,4,3.8,35,TRUE
Intel Core i9-7960X,,16,4.4,165,TRUE
Intel Pentium G2130,,2,,55,FALSE
Intel Xeon E5-2660 V2,,10,3,95,TRUE
Intel Xeon E3-1285 V6,949.95,4,4.5,79,TRUE
Intel Xeon E5-2630 V2,,6,3.1,80,TRUE
Intel Core 2 Duo E4500,,2,,65,FALSE
Intel Core 2 Duo E7200,80.98,2,,65,FALSE
Intel Core i7-870,229.95,4,,95,TRUE
Intel Core 2 Extreme QX6700,605.64,4,,100,FALSE
Intel Celeron G1620,,2,,55,FALSE
Intel Xeon E5-2640,93.99,6,3,95,TRUE
Intel Core i3-4360,,2,,54,TRUE
Intel Xeon E5-2643 V2,398.95,6,3.8,130,TRUE
Intel Core i5-4570S,,4,,65,FALSE
Intel Pentium G3470,94,2,,53,FALSE
Intel Xeon E3-1245 V5,,4,3.9,80,TRUE
Intel Xeon E5-2609 V4,304.29,8,,85,FALSE
Intel Core i3-2125,152,2,,65,TRUE
Intel Xeon E-2104G,327.81,4,,65,FALSE
Intel Core i3-3245,80,2,,55,TRUE
Intel Xeon E3-1220 V6,389.95,4,3.5,72,FALSE
Intel Xeon E-2174G,549.95,4,4.7,71,TRUE
Intel Celeron 430,,1,,35,FALSE
Intel Celeron E3400,,2,,65,FALSE
Intel Core 2 Quad Q6700,,4,,100,FALSE
Intel Core i3-2100T,,2,,35,TRUE
AMD Phenom II X4 975,,4,,125,FALSE
AMD Phenom II X4 840,,4,,95,FALSE
Intel Xeon E3-1225 V2,199.99,4,,77,FALSE
Intel Xeon E3-1265L V2,,4,,45,TRUE
AMD A10-6790K,,4,4.3,100,FALSE
Intel Celeron G1820,,2,,53,FALSE
Intel Xeon E5-2650L V3,,12,2.5,65,TRUE
Intel Core i3-3240,,2,,55,TRUE
Intel Core i7-4770T,,4,,45,TRUE
Intel Pentium G4400,,2,,54,FALSE
Intel Core i3-7350K,,2,,60,TRUE
Intel Celeron G3950,,2,,51,FALSE
Intel Pentium Gold G5500,,2,,54,TRUE
Intel Pentium Gold G5600,,2,,54,TRUE
Intel Pentium G3460,54.49,2,,53,FALSE
AMD Phenom II X4 830,59.58,4,,95,FALSE
Intel Pentium G3460,64.48,2,,53,FALSE
Intel Xeon E5-2603 V3,99.26,6,,85,FALSE
Intel Xeon E3-1220 V5,354.97,4,3.5,80,FALSE
AMD A6-7470K,89,2,4,65,FALSE
Intel Pentium G4620,249.95,2,,51,TRUE
Intel Celeron 450,,1,,35,FALSE
Intel Celeron E1200,,2,,65,FALSE
Intel Core 2 Duo E6400,129.94,2,,65,FALSE
Intel Core 2 Duo E6750,,2,,65,FALSE
Intel Core 2 Duo E6750,129.94,2,,65,FALSE
Intel Core 2 Quad Q9450,,4,,95,FALSE
Intel Core 2 Extreme X6800,499.95,2,,75,FALSE
AMD Athlon II X4 645,,4,,95,FALSE
AMD Phenom II X4 970 Black,,4,,125,FALSE
AMD Sempron 140,,1,,45,FALSE
AMD Phenom II X4 965,,4,,125,FALSE
AMD Phenom II X4 980 Black,,4,,125,FALSE
AMD A6-3500,,3,,65,FALSE
Intel Core i5-2550K,,4,,95,FALSE
Intel Pentium G640T,84.88,2,,35,FALSE
Intel Pentium G2120,52,2,,55,FALSE
Intel Xeon E3-1245,245,4,,95,TRUE
AMD Athlon X4 740,,4,,65,FALSE
Intel Pentium G2140,45,2,,55,FALSE
Intel Xeon E5-2665,420.71,8,3.1,115,TRUE
Intel Celeron G1850,,2,,53,FALSE
AMD Sempron 150,,1,,45,FALSE
AMD A4-3450,,2,,65,FALSE
Intel Celeron G470,,1,,35,TRUE
Intel Xeon E3-1276 V3,,4,4,84,TRUE
Intel Xeon E3-1240 V5,288.24,4,3.9,80,TRUE
Intel Xeon E3-1260L V5,,4,3.9,45,TRUE
Intel Core i7-6950X,,10,3.5,140,TRUE
Intel Core i5-7600T,229.95,4,3.7,35,FALSE
AMD A8-7670K,,4,3.9,95,FALSE
Intel Xeon E5-2450V2,,8,3.3,95,TRUE
Intel Core i3-9300,,4,4.3,62,FALSE
Intel Core 2 Duo E4300,,2,,65,FALSE
AMD Phenom II X6 1035T,,6,,95,FALSE
Intel Pentium G3430,61.57,2,,54,FALSE
Intel Xeon E5-2620,77,6,,95,TRUE
Intel Xeon E5-2637 V3,470.62,4,3.7,135,TRUE
Intel Xeon E5-2695 V3,498.95,14,3.3,120,TRUE
AMD Opteron 6328,715.11,8,3.8,115,FALSE
Intel Core i9-7920X,,12,4.4,140,TRUE
AMD Phenom II X4 920,,4,,125,FALSE
Intel Celeron E1600,,2,,65,FALSE
Intel Core 2 Duo E4300,70,2,,65,FALSE
Intel Pentium E5500,,2,,65,FALSE
Intel Core 2 Duo E6320,,2,,65,FALSE
Intel Core 2 Duo E6320,198.95,2,,65,FALSE
Intel Core 2 Duo E6420,149.94,2,,65,FALSE
Intel Pentium E6500,88.54,2,,65,FALSE
Intel Core i5-655K,,2,,73,TRUE
Intel Core i5-670,127.01,2,,73,TRUE
Intel Core 2 Quad Q9550,,4,,95,FALSE
Intel Pentium E5800,,2,,65,FALSE
AMD A6-3650,,4,,100,FALSE
Intel Celeron G540,69.98,2,,65,FALSE
AMD Phenom II X4 960T Black,,4,,95,FALSE
AMD Athlon II X4 641,,4,,100,FALSE
AMD FX-8300,,8,,95,FALSE
Intel Xeon E3-1235,219,4,,95,TRUE
Intel Pentium G2010,,2,,55,FALSE
Intel Xeon E5-2630L V2,,6,,60,TRUE
AMD Sempron X2 250,,2,3.6,65,FALSE
Intel Xeon E5-2640 V3,426.99,8,3.4,90,TRUE
Intel Xeon E5-2695 V3,,14,3.3,120,TRUE
Intel Xeon E3-1270 V3,,4,3.9,80,TRUE
AMD FX-8310,,8,4.3,95,FALSE
Intel Pentium G4400T,,2,,35,FALSE
Intel Xeon E3-1270 V5,,4,4,80,TRUE
Intel Core i7-6800K,,6,3.6,140,TRUE
AMD Athlon X4 870K,,4,4.1,95,FALSE
Intel Core i3-7300T,125.36,2,,35,TRUE
Intel Core i9-7900X,,10,4.5,140,TRUE
Intel Xeon E3-1245 V6,589.95,4,4.1,73,TRUE
AMD Athlon X4 940,,4,3.6,65,FALSE
Intel Core i3-8300T,,4,,35,FALSE
Intel Xeon E-2244G,,4,4.8,71,TRUE
Intel Xeon E-2246G,,6,4.8,80,TRUE
Intel Celeron G5925,,2,,58,FALSE
Intel Pentium G6950,47.48,2,,73,FALSE
Intel Celeron E3300,64.78,2,,65,FALSE
Intel Core i5-660,255.29,2,,73,TRUE
Intel Core i3-2105,60,2,,65,TRUE
Intel Xeon E5-2603,98.95,4,,80,FALSE
AMD Athlon II X2 250u,,2,,25,FALSE
AMD Phenom II X3 740 Black,,3,,95,FALSE
Intel Celeron E1400,,2,,65,FALSE
Intel Core 2 Duo E4400,108,2,,65,FALSE
Intel Pentium E5200,,2,,65,FALSE
Intel Pentium E6300,,2,,65,FALSE
Intel Core 2 Duo E6550,149.94,2,,65,FALSE
Intel Core 2 Duo E7500,,2,,65,FALSE
Intel Core 2 Duo E7600,169.95,2,,65,FALSE
Intel Core i5-750,398,4,,95,FALSE
Intel Core 2 Quad Q9300,172,4,,95,FALSE
Intel Core 2 Quad Q9505,249.95,4,,95,FALSE
Intel Core 2 Quad Q9550S,,4,,65,FALSE
AMD Athlon II X2 245,,2,,65,FALSE
AMD Athlon II X3 460,,3,,95,FALSE
AMD Sempron 130,,1,,45,FALSE
AMD A4-3400,,2,,65,FALSE
Intel Pentium G870,77,2,,65,FALSE
Intel Xeon E3-1225,,4,,95,FALSE
Intel Xeon E3-1240,,4,,80,TRUE
Intel Core i3-4160T,,2,,35,TRUE
Intel Xeon E5-1620 V3,,4,3.6,140,TRUE
AMD Pro A10-7800B,,4,3.9,65,FALSE
AMD Phenom II X6 1065T,,6,,95,FALSE
Intel Core i5-6600T,,4,3.5,35,FALSE
Intel Xeon E5-2603 V4,449.95,6,,85,FALSE
Intel Core i3-7300,,2,,51,TRUE
Intel Core i7-7740X,,4,4.5,112,TRUE
Intel Core i5-7640X,225.4,4,4.2,112,FALSE
Intel Xeon E3-1270 V6,719.95,4,4.2,72,TRUE
Intel Core i7-9800X,,8,4.5,165,TRUE
Intel Xeon E5-2665,,8,3.1,115,TRUE
Intel Core i5-9600,,6,4.6,65,FALSE
Intel Xeon E-2146G,,6,4.5,80,TRUE
Intel Pentium E5300,79.4,2,,65,FALSE
Intel Core i5-750S,125,4,,82,FALSE
Intel Xeon E3-1280 V6,562,4,4.2,72,TRUE
Intel Core i3-9320,,4,4.4,62,FALSE
AMD Athlon II X2 235e,,2,,45,FALSE
AMD Athlon II X2 260u,,2,,25,FALSE
Intel Pentium E2140,,2,,65,FALSE
Intel Core 2 Duo E4600,,2,,65,FALSE
Intel Pentium E6500,,2,,65,FALSE
Intel Pentium E6600,,2,,65,FALSE
Intel Core i7-930,,4,,130,TRUE
Intel Core 2 Quad Q9400S,,4,,65,FALSE
AMD Athlon II X3 455,,3,,95,FALSE
Intel Core i5-2405S,,4,,65,FALSE
Intel Pentium G860,,2,,65,FALSE
AMD FX-8100,,8,,95,FALSE
AMD Phenom II X4 975,172.56,4,,125,FALSE
Intel Core i5-2450P,,4,,95,FALSE
AMD FX-4170,,4,,125,FALSE
Intel Pentium G550,,2,,65,FALSE
Intel Celeron G465,,2,,35,FALSE
AMD A10-5700,,4,,65,FALSE
AMD Athlon II X4 651K,,4,,100,FALSE
Intel Xeon E5-1660,,6,3.9,130,TRUE
Intel Core i3-4350,,2,,54,TRUE
AMD A10-7850K,,4,4,95,FALSE
AMD A10-7700K,,4,3.8,95,FALSE
AMD A4-6300,,2,3.9,65,FALSE
AMD A4-3420,,2,,65,FALSE
AMD FX-4200,,4,,125,FALSE
AMD Athlon II X4 651,,4,,100,FALSE
Intel Xeon E3-1230 V3,,4,3.7,80,TRUE
Intel Pentium G3250,,2,,53,FALSE
Intel Pentium G3250T,,2,,35,FALSE
Intel Xeon E5-2620 V3,149.94,6,3.2,85,TRUE
Intel Xeon E5-2630 V3,459,8,3.2,85,TRUE
Intel Xeon E5-2685 V3,,12,3.3,120,TRUE
Intel Xeon E3-1230 V2,289.95,4,,69,TRUE
Intel Core i3-6300,,2,,51,TRUE
Intel Xeon E3-1220 V5,,4,3.5,80,FALSE
Intel Xeon E3-1225 V5,,4,3.7,80,FALSE
AMD A6-7470K,,2,4,65,FALSE
Intel Core i7-6900K,,8,3.7,140,TRUE
Intel Core i3-7320,,2,,51,TRUE
Intel Celeron G3930,182.81,2,,51,FALSE
Intel Pentium G4600T,,2,,35,TRUE
Intel Core i3-7101TE,,2,,35,TRUE
Intel Core i5-7400T,,4,3,35,FALSE
Intel Core i5-7500T,,4,3.3,35,FALSE
Intel Xeon E5-2430V2,,6,3,80,TRUE
Intel Xeon E5-2440V2,,8,2.4,95,TRUE
Intel Xeon E3-1240 V6,498.95,4,4.1,72,TRUE
Intel Xeon E3-1225 V6,535.49,4,3.7,73,FALSE
Intel Xeon E3-1270 V6,,4,4.2,72,TRUE
Intel Pentium Gold G5500T,,2,,35,TRUE
Intel Xeon E-2134,747.53,4,4.5,71,TRUE
Intel Core i3-7100T,110.2,2,,35,TRUE
Intel Pentium G3470,61.57,2,,53,FALSE
Intel Xeon E3-1230 V6,595.49,4,3.9,72,TRUE
AMD Athlon II X2 240,,2,,65,FALSE
AMD Athlon II X2 255,,2,,65,FALSE
AMD Athlon II X2 260,,2,,65,FALSE
AMD Athlon II X3 445,,3,,95,FALSE
AMD Phenom II X2 550,,2,,80,FALSE
AMD Phenom II X4 810,,4,,95,FALSE
AMD Phenom II X4 925,,4,,95,FALSE
AMD Athlon II X3 405e,,3,,45,FALSE
AMD Phenom II X4 965 Black (140W),,4,,140,FALSE
Intel Pentium E2220,,2,,65,FALSE
Intel Core 2 Duo E4400,,2,,65,FALSE
Intel Core 2 Duo E4600,104.04,2,,65,FALSE
Intel Core 2 Duo E6700,,2,,65,FALSE
Intel Core 2 Duo E6850,,2,,65,FALSE
Intel Core 2 Duo E6850,98.95,2,,65,FALSE
Intel Core 2 Duo E8300,119.95,2,,65,FALSE
Intel Core 2 Duo E8400,,2,,65,FALSE
Intel Core i5-750S,,4,,82,FALSE
Intel Core 2 Quad Q8200,,4,,95,FALSE
Intel Core 2 Quad Q8400,,4,,95,FALSE
Intel Core 2 Extreme QX9775,,4,,150,FALSE
Intel Core 2 Extreme X6800,,2,,75,FALSE
AMD Athlon II X4 610e,,4,,45,FALSE
AMD Athlon II X4 630,,4,,95,FALSE
Intel Xeon E3-1270,,4,,80,TRUE
Intel Core i5-3340S,,4,3.3,65,FALSE
Intel Celeron G1830,,2,,53,FALSE
Intel Xeon E5-2609 V2,,4,,80,FALSE
Intel Pentium G3440,,2,,53,FALSE
Intel Pentium G3258,,2,,53,FALSE
AMD A10-6700T,,4,3.5,45,FALSE
AMD A4-6320,,2,4,65,FALSE
AMD Athlon II X4 638,,4,,65,FALSE
Intel Core i3-4360T,,2,,35,TRUE
Intel Core i3-4370,,2,,54,TRUE
Intel Xeon E5-1660 V2,,6,4,130,TRUE
Intel Xeon E5-2637 V2,,4,3.8,130,TRUE
AMD FX-8370,,8,4.3,125,FALSE
AMD Athlon X4 530,,4,,25,FALSE
AMD Pro A8-7600B,,4,3.8,65,FALSE
AMD Pro A10-7850B,152.77,4,4,95,FALSE
Intel Xeon E5-2609 V3,,6,,85,FALSE
Intel Xeon E5-2603 V2,153,4,,80,FALSE
Intel Core i3-6320,,2,,51,TRUE
Intel Core i3-6300T,,2,,35,TRUE
Intel Xeon E3-1230 V5,,4,3.8,80,TRUE
Intel Xeon E3-1240 V5,,4,3.9,80,TRUE
Intel Xeon E3-1275 V5,,4,4,80,TRUE
Intel Xeon E3-1245 V5,399,4,3.9,80,TRUE
AMD Opteron 6320,235.6,8,3.3,115,FALSE
Intel Xeon E5-2658 V3,,12,2.9,105,TRUE
Intel Pentium G4620,,2,,51,TRUE
Intel Core i3-7100T,,2,,35,TRUE
Intel Core i3-7300T,,2,,35,TRUE
Intel Core i7-7820X,,8,4.5,140,TRUE
