name,price,type,efficiency,wattage,modular,color
Rosewill Green,,ATX,plus,630,false,
Rosewill RX750-S-B,,ATX,plus,750,false,
Thermaltake Toughpower XT,,ATX,bronze,775,Full,
Enermax REVOLUTION X't,,ATX,gold,730,Semi,
Enermax NAXN ADV.,,ATX,bronze,550,false,
Rosewill Quark 650,,ATX,platinum,650,Full,
Antec Earthwatts,,ATX,platinum,450,false,
Antec EarthWatts Platinum,,ATX,platinum,550,false,
Antec High Current Gamer,,ATX,bronze,400,Semi,
Enermax EPM600AWT,,ATX,platinum,600,Semi,
FSP Group ATX400-PNT,,ATX,,400,false,
be quiet! Pure Power L7,,ATX,plus,350,false,
be quiet! STRAIGHT POWER E9 | 400W,,ATX,gold,400,false,
be quiet! STRAIGHT POWER E9 | 500W,,ATX,gold,500,false,
E-Power EP-500NE-XV,,ATX,,500,false,
Thermaltake Toughpower DPS G RGB Titanium,,ATX,titanium,1000,Full,
Enermax Platimax,,ATX,platinum,500,Semi,
Antec VP PLUS,,ATX,plus,500,false,
CoolMax ZU-1000B,,ATX,bronze,1000,Semi,
Cooler Master M620,,ATX,plus,620,Semi,
BitFenix Whisper M,,ATX,gold,550,Full,
Enermax TRIATHLOR ECO,,ATX,bronze,800,Semi,
GAMDIAS Cyclops X1 P,,ATX,platinum,1200,Full,Black / Multicolor
FSP Group HEXA 85+,,ATX,bronze,350,false,Black
In Win GreenMe 650,,ATX,bronze,650,false,
Athena Power AP-MFATX30,,Mini ITX,bronze,300,false,
Cougar GX-S,,ATX,gold,750,false,
Cooler Master MPW-5502-ACABW 230V,,ATX,plus,550,false,
Xigmatek NRP-MC802,,ATX,bronze,800,Full,
Xigmatek ACXTNRP-PC402,,ATX,bronze,400,false,
GameMax GX Pro Rampage,,ATX,platinum,1250,Full,Black
Antec EarthWatts Platinum,,ATX,platinum,650,false,
be quiet! Pure Power 9,,ATX,silver,400,Semi,
NZXT HALE 90,,ATX,gold,850,Full,
RIOTORO ENIGMA G2,,ATX,gold,650,Full,Black / Yellow
RIOTORO ENIGMA G2,,ATX,gold,750,Full,Black / Yellow
XFX P1-650X-XXB9,,ATX,bronze,650,Semi,
FSP Group Hydro X,,ATX,gold,450,false,
Cooler Master V Gold,,ATX,gold,750,Full,Black
SHARKOON SilentStorm Icewind,,ATX,bronze,750,Semi,White / Black
NZXT HALE82 V2 700W,,ATX,bronze,700,Full,
Thermaltake Toughpower Grand,,ATX,gold,850,false,
Rosewill LEPTON 700,,ATX,gold,700,Semi,
Thermalright TG,,ATX,gold,1200,Full,White
be quiet! Power Zone,,ATX,bronze,850,Full,
EVGA SuperNOVA 1000 PQ,,ATX,platinum,1000,Semi,Black
Raidmax Cobra,,ATX,gold,1000,Semi,
LEPA MaxBron,,ATX,bronze,1000,Semi,
SeaSonic S12G,,ATX,gold,650,false,
FSP Group PT1200FM,,ATX,platinum,1200,Full,
Cooler Master RS,,ATX,bronze,650,false,
be quiet! System Power 10 U,,ATX,gold,850,false,Black
Antec High Current Pro,,ATX,gold,750,Semi,
Topower TOP-650PM,,ATX,,650,false,
Fractal Design Integra M,,ATX,bronze,450,Semi,
Thermaltake Toughpower Grand,,ATX,gold,1200,Full,
BitFenix Fury,,ATX,gold,750,Semi,
Inter-Tech Coba Nitrox Nobility,,ATX,silver,900,Semi,Black / Orange
PC Power & Cooling Fatal1ty Gaming,,ATX,gold,750,Full,Black / Red
Thermaltake Smart BX1 450,,ATX,bronze,450,false,Black
Sentey ERP-600-SS,,ATX,,600,false,
Apevia AR,,ATX,,500,false,Black
Cooler Master MasterWatt,,ATX,bronze,450,Semi,Black
Rosewill RD600-M,,ATX,,600,Semi,
EVGA SuperNOVA G FTW,,ATX,gold,850,Full,Black
Super Flower SF-1000F14MP Black,,ATX,platinum,1000,Full,
Thermaltake Toughpower DPS G,,ATX,gold,550,Full,
Thermaltake Toughpower DPS G,,ATX,gold,450,Full,
iTek GF EVO,,ATX,gold,850,Full,Black
SeaSonic SS-600ES,101.1,ATX,bronze,600,false,Gray
SeaSonic SS-850HT Silver,169,ATX,silver,850,false,
Antec NE1000G M White ATX 3.0,,ATX,gold,1000,Full,White
Thermaltake Toughpower,,ATX,silver,1500,Semi,
Corsair GS500,,ATX,plus,500,false,
Fractal Design Edison M,,ATX,gold,550,Semi,
Fractal Design Edison M,,ATX,gold,650,Semi,
Cougar POWERX,,ATX,bronze,700,false,
Apevia ATX-VN500W,,ATX,,500,false,
Deepcool GamerStorm DQ-M,,ATX,gold,750,Full,Black / Silver
Thermaltake Smart,,ATX,plus,530,false,
Zalman ZM1000-HP,,ATX,plus,1000,Full,
Antec EDGE,,ATX,gold,650,Full,
SeaSonic PRIME Ultra Gold 550,,ATX,gold,550,Full,Black
Zalman ZM600-HP,,ATX,,600,Full,
XFX ProSeries,,ATX,platinum,1000,Full,
SeaSonic M12II,,ATX,bronze,850,Semi,
Cooler Master Silent Pro Hybrid,,ATX,gold,1050,Full,
LEPA B850-MA,,ATX,bronze,850,Semi,
Cougar SL400,,ATX,,400,false,
Apevia ITX-AP250W,,Mini ITX,,250,false,
CoolMax CA-300,,ATX,,300,false,
Azza Titan,,ATX,bronze,1000,false,
OCZ Z Series Gold,,ATX,gold,850,Semi,
Raidmax RX-600AF,,ATX,bronze,600,false,
Silverstone Strider,,ATX,gold,1200,Full,
Silverstone Nightjar,,ATX,bronze,400,false,
Silverstone Strider,,ATX,bronze,600,false,
Thermaltake TR2,,ATX,plus,1200,Semi,
Zalman ZM500-HP,,ATX,,500,Semi,
Zalman ZM660-XT,,ATX,bronze,660,Full,
Thermaltake TR2,,ATX,gold,600,false,
be quiet! System Power U9,,ATX,bronze,400,false,Black
Rosewill CFZ,,ATX,bronze,500,Semi,Black
FSP Group AURUM S 500W,,ATX,gold,500,false,
SeaSonic SSP-650RT,,ATX,gold,650,false,
Xion AXP-1000K14XE,,ATX,bronze,1000,Semi,
CoolMax ZU-600B,,ATX,bronze,600,Semi,
SeaSonic M12II 850 EVO,,ATX,bronze,850,Full,Black
be quiet! STRAIGHT POWER E9 | 450W,,ATX,gold,450,false,
Thermaltake Toughpower DPS G RGB,,ATX,titanium,1250,Full,
Cooler Master MasterWatt TUF Gaming Alliance,,ATX,bronze,550,Semi,Black / Gray
FSP Group Twins,,ATX,gold,700,false,
Thermaltake Toughpower XT,,ATX,bronze,875,Full,
XFX TS,,ATX,bronze,430,false,
Enermax REVOLUTION X't II,,ATX,gold,750,Semi,
Antec EA-750 Platinum,,ATX,platinum,750,false,
Xigmatek NRP-MC1002,,ATX,bronze,1000,Full,
GameMax GX Pro Rampage,,ATX,platinum,1050,Full,Black
Zalman TX,,ATX,,500,false,
Aerocool GT-1050SG,,ATX,gold,1050,Semi,
LEPA P1375-MA,,ATX,platinum,1375,Full,
Apevia APEVIA ATX-WR680W 680W ATX12V v2.3 SLI CrossFire Acti,,ATX,,680,Semi,
Lian Li PE,,SFX,gold,550,Full,
Enermax ENP500AWT,,ATX,plus,500,false,
SHARKOON WPM Bronze,,ATX,bronze,400,Semi,
Enermax MaxTytan,,ATX,titanium,1250,Full,Black / Silver
Enermax ENM750AWT,,ATX,bronze,750,Semi,
Thermaltake Toughpower Grand,,ATX,gold,850,Full,
SeaSonic X,,ATX,gold,760,Full,
Thermaltake Toughpower,,ATX,gold,650,false,
Thermaltake Toughpower,,ATX,gold,750,false,
Rosewill Stallion,,ATX,,700,false,
Thermaltake Toughpower XT,,ATX,bronze,650,Full,
RIOTORO ENIGMA 850,,ATX,gold,850,Semi,
Cooler Master Silent Pro Platinum,,ATX,platinum,550,Semi,
Cougar GX-F,,ATX,gold,550,Full,Black / Orange
Rosewill G650,,ATX,gold,650,Semi,
Cooler Master MWE 400,,ATX,plus,400,false,Black
OCZ Fatal1ty,,ATX,bronze,750,Full,
LEPA MX-F1,,ATX,,350,false,
CoolMax ZPG-1200B,,ATX,gold,1200,Semi,
Logisys PS550E12,,ATX,,550,false,
Rosewill ARC M650,,ATX,bronze,650,Semi,
Super Flower Leadex III ARGB Pro,,ATX,gold,850,Full,Black
Nfortec Sagitta RGB,,ATX,gold,850,Full,Black
Nfortec Sagitta RGB,,ATX,gold,1050,Full,Black
Thermaltake Toughpower,,ATX,gold,1500,Semi,
Xilence XP530R8,,ATX,bronze,530,false,Black / Red
Mistel MX650 FANLESS,,ATX,platinum,650,Full,Black
Deepcool GamerStorm DQ-M,,ATX,gold,650,Full,Black / Silver
Sentey ERP-700-SS,,ATX,,700,false,
Antec NeoECO Platinum,,ATX,platinum,650,Full,Black
Ultra X4 Special Edition,,ATX,bronze,850,Full,
Super Flower Golden Green HX,,ATX,gold,750,false,
Super Flower Leadex Gold,,ATX,gold,650,Full,
Thermaltake Toughpower,,ATX,silver,1000,Semi,
Super Flower SF-1000F14MP White,,ATX,platinum,1000,Full,
Antec VP-P,,ATX,,450,false,
iTek GF EVO,,ATX,gold,1000,Full,Black
Logisys PS480D-BK,,ATX,,480,false,
Rosewill VALENS-500,,ATX,gold,500,false,
Rosewill VALENS-500M,,ATX,gold,500,Semi,
Raidmax Vampire,,ATX,gold,1000,Semi,
Raidmax Vampire,,ATX,gold,700,Semi,
Deepcool PM700D,,ATX,gold,700,false,Black
be quiet! TFX Power 2,,TFX,gold,300,false,
be quiet! POWER 2,,SFX,bronze,300,false,
Kuroutoshikou KRPW-BR550W/85+,,ATX,bronze,550,false,Black
Rosewill Capstone,,ATX,gold,1000,Semi,Black
FirePower ZX,,ATX,gold,850,Full,
Thermaltake EVO_Blue,,ATX,,750,Full,
Super Flower Leadex Platinum,,ATX,platinum,750,Full,Black
Rocketfish RF-900WPS,,ATX,,900,Full,
Thermaltake Toughpower XT,,ATX,platinum,1275,Semi,
Rosewill RD-Z,,ATX,plus,450,false,Black
PC Power & Cooling Silencer MK III,,ATX,bronze,600,Semi,
LEPA G,,ATX,gold,650,Semi,
Enermax RevoBron TGA,,ATX,bronze,700,Semi,Black
Apevia ATX-WA750W,,ATX,,750,false,
HEC X-Power Pro 600,,ATX,,600,false,
HEC X-Power Pro 650,,ATX,,650,false,
XFX ProSeries,,ATX,gold,1050,Full,
HEC Zephyr MX-750,,ATX,bronze,750,false,
Cooler Master eXtreme Power,,ATX,,600,false,
CoolMax CA-350,,ATX,,350,false,
Enermax ERV920EWT,,ATX,silver,920,Full,
OCZ Z Series Gold,,ATX,gold,1000,Semi,
Raidmax RX-380K,,ATX,,380,false,
Rosewill Stallion,,ATX,,400,false,
Rosewill RV350-2,,ATX,,350,false,
Thermaltake Toughpower XT,,ATX,bronze,675,Semi,
Thermaltake TR2,,ATX,plus,1000,Semi,
Thermaltake Toughpower,,ATX,bronze,1000,Full,
XFX Black Edition,,ATX,silver,750,Full,
Rosewill Quark 1000,,ATX,platinum,1000,Full,
Enermax EPM750AWT,,ATX,platinum,750,Semi,
Topower TOP-600WB,,ATX,bronze,600,false,
Antec NeoECO Platinum,,ATX,platinum,750,Full,Black
Raidmax Scorpio,,ATX,bronze,635,Semi,
Raidmax Cobra,,ATX,gold,600,Semi,
be quiet! Straight Power E9,,ATX,gold,600,false,
Enermax ETL450AWT-M,,ATX,bronze,450,Semi,
Super Flower LEADEX VII XG,,ATX,gold,750,Full,Black
Super Flower Leadex V Pro,,ATX,gold,850,Full,Black
Super Flower Leadex Titanium,,ATX,titanium,750,Full,Black
Antec NE450M,,ATX,bronze,450,Semi,
Athena Power AP-P4ATX95FEPC,,ATX,plus,950,false,
Athena Power AP-MFATX22,,Mini ITX,,220,false,
Diablotek PSDA500,,ATX,,500,false,
Diablotek PHD350,,ATX,,350,false,
Rosewill Fortress,,ATX,platinum,450,false,
Antec High Current Pro,,ATX,platinum,850,Full,
Zalman zm-550-XG,,ATX,gold,550,Semi,
Enermax DIGIFANLESS,,ATX,platinum,550,Full,
StarTech ATXPW350DELL,,ATX,,350,false,
Silverstone Strider,,ATX,gold,500,false,
FSP Group DAGGER PRO ATX3.0,,SFX,gold,750,Semi,Black
SeaSonic PRIME Platinum,,ATX,platinum,750,Full,
Sentey MBP HM,,ATX,bronze,550,Semi,Black
PC Power & Cooling S61EPS-B,,ATX,plus,610,false,
Kingwin Lazer Gold,,ATX,gold,1000,Full,
Kingwin Lazer Gold,,ATX,gold,700,Full,
FSP Group FSP650-80EGN,,ATX,gold,650,false,
SHARKOON SilentStorm Icewind,,ATX,bronze,550,Semi,White / Black
OCZ StealthXStream,,ATX,,700,false,
Raidmax RX-700AT,,ATX,titanium,700,Semi,Black
In Win PB,,ATX,gold,850,Full,
Thermaltake Toughpower GF A3 - TT Premium Edition,,ATX,gold,750,Full,Black
In Win IP-P300BN7-2,,ATX,plus,300,false,
Rosewill Lightning,,ATX,gold,1000,Semi,
OCZ ZX,,ATX,gold,1000,Full,
OCZ ZX,,ATX,gold,850,Semi,
Cougar GX V3,,ATX,gold,800,Semi,Black / Gold
Enermax ENP450AST,,ATX,,450,false,
Enermax ENP350AST,,ATX,,350,false,
Raidmax Cobra,,ATX,gold,500,false,
Thermalright TG,,ATX,gold,1000,Full,White
XFX P1-450S-XXB9,,ATX,bronze,450,false,
FSP Group AU-500FL,,ATX,gold,500,Semi,
Enermax REVOLUTION DUO,,ATX,gold,500,false,
Rosewill Tachyon,,ATX,platinum,1000,Semi,
Rosewill Capstone G750,,ATX,gold,750,Semi,
LEPA MaxBron,,ATX,bronze,800,Semi,
FSP Group Hydro PTM,,ATX,platinum,650,Full,Black
XFX ProSeries,,ATX,silver,750,Semi,
Cooler Master VSM,,ATX,gold,750,Semi,
Rosewill Lightning,,ATX,gold,1300,Semi,
Antec Earthwatts Green,,ATX,bronze,750,false,
Antec High Current Pro,,ATX,gold,850,Semi,
SeaSonic Platinum,134.69,ATX,bronze,600,false,
Raidmax Cobra,,ATX,gold,1200,Semi,Black / Gold
Sentey SDP850-SS,,ATX,plus,850,false,
Sentey ERP-500-SM,,ATX,,500,Full,
Cougar COUGAR-RS450,,ATX,plus,450,false,
Cougar COUGAR-A560,,ATX,bronze,560,false,
Antec High Current Gamer Extreme,,ATX,gold,850,Full,
Cougar COUGAR-PX700,,ATX,bronze,700,false,
Apevia Astro,,ATX,,500,false,Black
Diablotek PSUL575,,ATX,,575,false,
Kingwin STR-500,,ATX,platinum,500,Semi,
Silverstone NJ600,,ATX,titanium,600,Full,Silver
In Win P75,,ATX,gold,750,Full,Black
Raidmax Cobra,,ATX,bronze,500,false,
LEPA B550-MB,,ATX,bronze,550,Semi,
Super Flower Leadex Gold,,ATX,gold,1000,Full,
Super Flower Leadex Gold,,ATX,gold,750,Full,
Rosewill Tachyon 1200,,ATX,platinum,1200,Full,Black
Enermax MaxTytan,,ATX,titanium,800,Full,
FSP Group FSP300-60SGV,,TFX,gold,300,false,
Enermax MaxTytan,,ATX,titanium,750,Full,Black
CoolMax ZX-700,,ATX,plus,700,false,
Sparkle ATX-300PN-B204,,ATX,,300,false,
Topower ZU-550W,,ATX,,550,false,
Enermax Platimax,,ATX,platinum,1500,Full,
Cooler Master V550S,,ATX,gold,550,Semi,
Raidmax Vampire,,ATX,gold,900,Semi,
Corsair CX-600 V3,,ATX,bronze,600,false,
Cooler Master Silent Pro Gold,,ATX,gold,550,false,
Enermax EPM1200EWT,,ATX,platinum,1200,Full,
Enermax EPM850EWT,,ATX,platinum,850,Semi,
BitFenix Formula Gold 450,,ATX,gold,450,false,
Thermaltake Litepower,,ATX,,600,false,
ADATA XPG KYBER,,ATX,gold,650,false,Black
Ultra X4,,ATX,silver,850,Full,
Enermax REVOLUTION X't,,ATX,gold,530,Semi,
Fractal Design Edison M,,ATX,gold,450,Semi,
SeaSonic PRIME Ultra Platinum 650,,ATX,platinum,650,Full,Black
Thermaltake Toughpower Grand,,ATX,platinum,1200,Full,
Apevia ATX-VS450W,,ATX,,450,false,
Thortech Thunderbolt PLUS,,ATX,gold,1200,Full,
Antec EDGE,,ATX,gold,550,Full,
Cougar POLAR X2,,ATX,platinum,1050,Full,White / Gray
Rosewill Capstone,,ATX,gold,450,false,
Cougar VTE X2,,ATX,plus,700,false,Black
Enermax TRIATHLOR,,ATX,bronze,650,Semi,
FSP Group PT1000FM,,ATX,platinum,1000,Full,
E-Power EP-600NE-XV,,ATX,,600,false,
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,850,Full,White
CoolMax ZP-750B,,ATX,bronze,750,Semi,
In Win Commander III 600,,ATX,gold,600,Semi,
NZXT HALE82,,ATX,bronze,850,Semi,
Cougar RX600,,ATX,plus,600,false,
Antec Earthwatts,,ATX,plus,750,false,
Apevia ATX-AS500W-BK,,ATX,,500,false,
Thermaltake Toughpower DPS G,,ATX,platinum,1050,Full,
Apevia ATX-AS680W-BL,,ATX,,680,false,
Apevia ATX-IB680W-GN,,ATX,,680,false,
Apex AL-A400ATX,80,ATX,,400,false,
HEC HEC200SA2FX,,Mini ITX,,200,false,
CoolMax CL-700B,,ATX,,700,false,
CoolMax CUG-950B,,ATX,,950,Full,
VisionTek 900489,,ATX,bronze,700,Semi,
Dynapower EJ-750A80,,ATX,bronze,750,Full,
Enermax EMD625AWT_II,,ATX,bronze,625,Full,
EVGA Classified SR-2,,ATX,silver,1200,Full,
OCZ EliteXStream,,ATX,plus,1000,false,
Sparkle R-SPI750ACAG,,ATX,gold,750,false,
SeaSonic SSP-350ST,,ATX,bronze,350,false,
Sparkle SPI460PFB2-MC2,,ATX,plus,460,false,
Raidmax RX-450K,,ATX,,450,false,
Rosewill Stallion,,ATX,,500,false,
Rosewill SL-300TFX,,TFX,,300,false,
Silverstone DA700,,ATX,,700,Full,
Silverstone DA750,,ATX,,750,Full,
Sunbeam PSU-ECO750-US-BL,,ATX,plus,750,false,
Thermaltake Toughpower XT,,ATX,bronze,575,Full,
Thermaltake Toughpower,,ATX,plus,1200,Full,
Thermaltake Black Widow,,ATX,bronze,850,Semi,
SeaSonic X,,ATX,gold,560,Full,
Deepcool PM600D,,ATX,gold,600,false,Black
Enermax NAXN ADV.,,ATX,bronze,650,Semi,
Sparkle GW-EPS1250DA,,ATX,gold,1250,Full,
Xion AXP-850K14XE,,ATX,bronze,850,Semi,
CoolMax ZU-700B,,ATX,bronze,700,Semi,
GameMax GM,,ATX,gold,1650,false,Black
SeaSonic X,,ATX,platinum,460,Full,
Cougar RSB400,,ATX,plus,400,false,
Topower ZU-950,,ATX,,950,false,
FSP Group AU-1200PRO,,ATX,gold,1200,false,
Thermaltake Toughpower DPS G RGB Gold,,ATX,gold,850,Full,
Topower TOP-800WB,,ATX,bronze,800,false,
BFG EX-1000,,ATX,bronze,1000,Full,
In Win Classic,,ATX,platinum,750,Full,
XFX XT,,ATX,bronze,400,false,
Antec High Current Gamer,,ATX,bronze,850,Full,Black
Rosewill Capstone,,ATX,gold,450,Semi,
Rosewill TOKAMAK 1200,,ATX,titanium,1200,Full,
Super Flower SF-750F14TG,,ATX,gold,750,Full,Black
Silverstone Strider,,ATX,gold,1000,Full,
Enermax REVOLUTION X't II,,ATX,gold,550,Semi,
Cougar GX-S,,ATX,gold,450,false,
Cooler Master Silent Pro M2,,ATX,silver,1500,Semi,
Xion XON-1100P14HE,,ATX,,1100,false,
StarTech ATX2PW450PRO,,ATX,,450,false,
Xion AXP-700W14FG,,ATX,gold,700,Full,
Thermaltake Madrid,,ATX,gold,850,Semi,Black
Thermaltake Cologne,,ATX,bronze,730,false,Black
RIOTORO BUILDER,,ATX,gold,1200,Full,Black / Red
Zalman 850-HP Plus,,ATX,silver,850,Semi,
Sentey MBP HM,,ATX,bronze,650,Semi,Black
Sentey MBP HM,,ATX,bronze,1000,Semi,Black
XFX P1-850X-XXB9,,ATX,bronze,850,Semi,
Cougar CougarA500,,ATX,bronze,500,false,
Segotep GM,,ATX,gold,1000,Full,Black
PC Power & Cooling PPCT860,,ATX,plus,860,false,
Kingwin Lazer,,ATX,bronze,1000,Semi,
Cooler Master V Semi-Modular,,ATX,gold,550,Semi,
be quiet! Pure Power 9,,ATX,silver,400,false,
PC Power & Cooling Silencer,,ATX,silver,910,false,
NZXT HALE82N 750W,,ATX,bronze,750,false,
Silverstone Strider,,ATX,gold,850,Semi,
Fractal Design Tesla R2,,ATX,gold,800,false,
FSP Group ZEN 400,,ATX,bronze,400,false,
PC Power & Cooling Silencer MK III,,ATX,platinum,1200,Semi,
Broadway Com Corp OKIA-BLACK-600,,ATX,,600,false,
Enermax Platimax D.F.,,ATX,platinum,850,Full,
Thermaltake Toughpower Grand,,ATX,gold,1050,false,
Thermaltake Toughpower Grand,,ATX,gold,750,Full,
Thermaltake Toughpower Grand,,ATX,gold,650,Full,
SeaSonic SS-400ET Bronze,91.33,ATX,bronze,400,false,
Thermalright TP,,ATX,platinum,1000,Full,Black
Thermalright TG,,ATX,gold,650,Full,White
XFX P1-750S-NLB9,,ATX,bronze,750,false,
RIOTORO ONYX 750,,ATX,bronze,750,Semi,
be quiet! Power Zone,,ATX,bronze,750,Full,
FSP Group AURUM GOLD 500,,ATX,gold,500,false,
FSP Group AURUM GOLD 400,,ATX,gold,400,false,
FSP Group AURUM GOLD 700,,ATX,gold,700,false,
PC Power & Cooling Silencer Mk II,,ATX,bronze,650,false,
XFX P1-650S-NLB9,,ATX,bronze,650,false,
Tacens AP II,,ATX,,500,false,Black / Green
Sparkle R-SPI600GHN,,ATX,plus,600,false,
Enermax REVOLUTION DUO,,ATX,gold,600,false,
Fractal Design Tesla R2,,ATX,gold,1000,false,
FSP Group Hydro PTM,,ATX,platinum,750,Full,Black
Cougar CMX550V3,,ATX,bronze,550,Semi,
Cougar CMX850V3,,ATX,bronze,850,Semi,
Sparkle ATX-300PA,187.99,ATX,,300,false,
Cooler Master VSM,,ATX,gold,650,Semi,
SeaSonic SS-500ET Bronze,,ATX,bronze,500,false,
SeaSonic SS-500ES Bronze,,ATX,bronze,500,false,
Diablotek PSDA300,,ATX,,300,false,
Rosewill ARC M550,,ATX,bronze,550,Semi,
Topower TOP-500PM,,ATX,,500,false,
Cooler Master Thunder,,ATX,,600,false,
Xion EN-450F12BK,,ATX,,450,false,
OCZ ZS,,ATX,bronze,550,false,
LEPA G1000-MB,,ATX,gold,1000,Full,
BitFenix Fury,,ATX,gold,650,Semi,
Mistel MX550 FANLESS,,ATX,gold,550,Full,Black
Fractal Design Tesla R2,,ATX,gold,500,false,
be quiet! Straight Power 10,,ATX,gold,400,false,
Sentey GSP850-SM,,ATX,gold,850,Full,
Sentey ERP-400-SS,,ATX,,400,false,
Cougar COUGAR-SX700,,ATX,silver,700,false,
Cougar COUGAR-700CMX,,ATX,bronze,700,false,
Thortech Thunderbolt,,ATX,gold,650,Full,
StarTech ATX2PW550WH,,ATX,plus,550,false,
Xion XON-850P14F,,ATX,,850,false,
Cougar COUGAR-SX850,,ATX,silver,850,Full,
Super Flower Leadex V Gold Pro,,ATX,gold,1000,Full,Black
Cougar A,,ATX,bronze,660,false,Black
Rosewill HIVE,,ATX,bronze,550,Semi,
Super Flower Golden Silent,,ATX,gold,430,Semi,
Kingwin ABT-650MM,,ATX,,650,false,
Thermaltake Toughpower DPS G,,ATX,gold,650,Full,
Super Flower LEADEX Special Edition,,ATX,platinum,1000,Full,Black
Rosewill VALENS-700,,ATX,gold,700,false,
Corsair CX-430 V3,,ATX,bronze,430,false,
FSP Group FSP300-60GHT(85),,TFX,bronze,300,false,
Enermax ENP650AWT B,,ATX,bronze,650,false,
SeaSonic S12G,,ATX,gold,450,false,
Antec High Current Pro,,ATX,platinum,750,Full,
SeaSonic PRIME AIRTOUCH,,ATX,gold,850,Full,Black / Red
Logisys PS600XBK,,ATX,,600,false,
be quiet! TFX Power 2,,TFX,bronze,300,false,
Ultra X4,,ATX,silver,1050,Full,
E-Power EP-1200P10-T2,,ATX,plus,1200,Semi,
LEPA B550-SA,,ATX,bronze,550,false,
Kingwin Lazer Platinum,,ATX,platinum,1000,Semi,
Ultra ULT-LS500,,ATX,,500,false,Silver
SeaSonic SS-750HT Silver,,ATX,silver,750,false,
OCZ ZT,,ATX,bronze,550,Full,
XFX P1-650X-CAG9,,ATX,bronze,650,Full,
Thortech Thunderbolt PLUS,,ATX,gold,1000,Full,
Zalman ZM460B-APS,,ATX,,460,false,
In Win Commander III,,ATX,gold,700,Semi,
In Win Commander III,,ATX,gold,800,Semi,
Rosewill Capstone,,ATX,gold,650,false,
Zalman 1250 Platinum,,ATX,platinum,1250,Semi,
Thermaltake EVO_Blue,,ATX,gold,650,Semi,
Thermaltake EVO_Blue,,ATX,gold,750,Semi,
Thermaltake EVO_Blue,,ATX,gold,850,Semi,
SeaSonic M12II,,ATX,bronze,380,false,
FSP Group Dagger 500,,SFX,gold,500,Full,Black
NZXT HALE82,,ATX,bronze,650,Semi,
LEPA G1000-MA,,ATX,gold,1000,Semi,
"FSP Group Hydro PTM X PRO,Gen5",,ATX,platinum,1000,Full,White
NZXT HALE82,,ATX,bronze,750,Semi,
Antec Basiq,,ATX,,500,false,
Antec Signature,,ATX,bronze,850,Full,
Antec True Power,,ATX,bronze,750,Full,
Apevia ATX-AS520W-BK,,ATX,,520,false,
Apevia ATX-AS600W-BL,,ATX,,600,false,
Apevia ATX-CB600W,,ATX,,600,false,
Apevia ATX-TL450W,,ATX,,450,false,
HEC HP585D,,ATX,,585,false,
HEC HP585D RETAIL,,ATX,,585,false,
Cooler Master eXtreme Power Plus,,ATX,,460,false,
Topower ZU-500W,,ATX,,500,false,
CoolMax CU-600B,,ATX,,600,Semi,
CoolMax CA-400,,ATX,,400,false,
CoolMax VL-600B,,ATX,,600,false,
VisionTek 900349,,ATX,bronze,800,false,
CoolMax CUQ-1350B,,ATX,plus,1350,false,
CoolMax CXI-600B,,ATX,,600,false,
CoolMax NW-650B,,ATX,,650,false,
Enermax EES400AWT_II,,ATX,plus,400,false,
Enermax ELT720AWT-ECO_II,,ATX,plus,720,Full,
Enermax EPG600AWT,,ATX,gold,600,false,
Enermax ERV1020EWT,,ATX,silver,1020,Full,
OCZ EliteXStream,,ATX,plus,800,false,
FSP Group FSP300-60GHS(85),,SFX,bronze,300,false,
Rosewill Libertas,,ATX,bronze,800,Full,
Rosewill RV2-700,,ATX,,700,false,
Rosewill RX850-S-B,,ATX,plus,850,false,
Silverstone OP800,,ATX,,800,false,
SeaSonic SSP-350SE,,ATX,bronze,350,false,
Silverstone Strider,,ATX,silver,850,Full,
Sunbeam IC-PSU-US-2545-DW,,ATX,,450,false,
Sunbeam PSU-COM780-BK-US,,ATX,,780,Full,
Kingwin Lazer Platinum,,ATX,platinum,850,Semi,
Thermaltake TR2,,ATX,gold,450,false,
SeaSonic SS-350ET Bronze,,ATX,bronze,350,false,
SeaSonic SS-300SFD,,SFX,plus,300,false,
Rosewill Quark 1200,,ATX,platinum,1200,Full,
SeaSonic SSP-550RT,,ATX,gold,550,false,
Xion AXP-700K14XE,,ATX,bronze,700,Semi,
Sparkle R-SPI900GCM,,ATX,plus,900,Semi,
Kingwin AP-550,,ATX,platinum,550,false,
GameMax GM,,ATX,gold,1350,false,Black
Sparkle SCC-850AF,,ATX,gold,850,Semi,
OCZ Fatal1ty,,ATX,gold,1000,Semi,
LEPA B650-SA,,ATX,bronze,650,false,
VisionTek 900346,,ATX,,500,false,
be quiet! Dark Power Pro 10,,ATX,gold,1200,Semi,
be quiet! Dark Power Pro 10,,ATX,gold,1000,Semi,
Sparkle FSP400-60GHS,,SFX,bronze,400,false,
Sparkle ATX-400PN-B204,,ATX,,400,false,
Sparkle FSP300THAR-MC,,ATX,,300,false,
Sparkle ATX-400PA,,ATX,,400,false,
FSP Group AU-1000PRO,,ATX,gold,1000,false,
Thermaltake W0328RU,,ATX,,350,false,
Topower ZU-750W,,ATX,,750,false,
Sparkle GW-EPS1000DA,,ATX,gold,1000,Semi,
CoolMax ZU-800B,,ATX,bronze,800,Semi,
